node1,node2,Layer
OMA03342,OMA00027,PPI
OMA03342,OMA00643,PPI
OMA00026,OMA03342,PPI
OMA03342,OMA00027,PPI
OMA03342,OMA00624,PPI
OMA03342,OMA00643,PPI
OMA00825,OMA00825,PPI
OMA03451,OMA00614,PPI
OMA00614,OMA02636,PPI
OMA03451,OMA00614,PPI
OMA00120,OMA00146,Metabolic
OMA02470,OMA00120,Metabolic
OMA02622,OMA00120,Metabolic
OMA04005,OMA00120,Metabolic
OMA05145,OMA00120,Regulatory
OMA00120,OMA03624,PPI
OMA03624,OMA00120,PPI
OMA02830,OMA03785,Metabolic
OMA03785,OMA01989,Metabolic
OMA02723,OMA03390,Regulatory
OMA03205,OMA03390,Regulatory
OMA03598,OMA03390,Regulatory
OMA05327,OMA03390,Regulatory
OMA02257,OMA03390,PPI
OMA00027,OMA03390,PPI
OMA02257,OMA03390,PPI
OMA00027,OMA03390,PPI
OMA00643,OMA03390,PPI
OMA03390,OMA03390,PPI
OMA03304,OMA00624,Metabolic
OMA03304,OMA00643,Metabolic
OMA03304,OMA03342,Metabolic
OMA02723,OMA03304,Regulatory
OMA03205,OMA03304,Regulatory
OMA03598,OMA03304,Regulatory
OMA05327,OMA03304,Regulatory
OMA00624,OMA03304,PPI
OMA01093,OMA03304,PPI
OMA03304,OMA00027,PPI
OMA03304,OMA05016,PPI
OMA03304,OMA00026,PPI
OMA03304,OMA00027,PPI
OMA03304,OMA00415,PPI
OMA03304,OMA00624,PPI
OMA03304,OMA00643,PPI
OMA03304,OMA00897,PPI
OMA03304,OMA01093,PPI
OMA03304,OMA01641,PPI
OMA03304,OMA03821,PPI
OMA03304,OMA05016,PPI
OMA00643,OMA00624,Metabolic
OMA00643,OMA03342,Metabolic
OMA03304,OMA00643,Metabolic
OMA02723,OMA00643,Regulatory
OMA03205,OMA00643,Regulatory
OMA03598,OMA00643,Regulatory
OMA05327,OMA00643,Regulatory
OMA00026,OMA00643,PPI
OMA00324,OMA00643,PPI
OMA00624,OMA00643,PPI
OMA00643,OMA00027,PPI
OMA03342,OMA00643,PPI
OMA00624,OMA00643,PPI
OMA00643,OMA00026,PPI
OMA00643,OMA00027,PPI
OMA00643,OMA00324,PPI
OMA00643,OMA01350,PPI
OMA03304,OMA00643,PPI
OMA03342,OMA00643,PPI
OMA00027,OMA00643,PPI
OMA00643,OMA00026,PPI
OMA00643,OMA00624,PPI
OMA00643,OMA00643,PPI
OMA00643,OMA03390,PPI
OMA03197,OMA00027,Regulatory
OMA00027,OMA01555,PPI
OMA00624,OMA00027,PPI
OMA00643,OMA00027,PPI
OMA01670,OMA00027,PPI
OMA03304,OMA00027,PPI
OMA03342,OMA00027,PPI
OMA00027,OMA01350,PPI
OMA00027,OMA01555,PPI
OMA00027,OMA01670,PPI
OMA00027,OMA01839,PPI
OMA00027,OMA02258,PPI
OMA00027,OMA03390,PPI
OMA00616,OMA00027,PPI
OMA00624,OMA00027,PPI
OMA00643,OMA00027,PPI
OMA01081,OMA00027,PPI
OMA02785,OMA00027,PPI
OMA03116,OMA00027,PPI
OMA03304,OMA00027,PPI
OMA03342,OMA00027,PPI
OMA00027,OMA00027,PPI
OMA00027,OMA00624,PPI
OMA00027,OMA00643,PPI
OMA00027,OMA03390,PPI
OMA00151,OMA00928,Metabolic
OMA00779,OMA00928,Metabolic
OMA00939,OMA00928,Metabolic
OMA02208,OMA00928,Metabolic
OMA02795,OMA00928,Metabolic
OMA03377,OMA00928,Metabolic
OMA05144,OMA00928,Metabolic
OMA03598,OMA00413,PPI
OMA00413,OMA00413,PPI
OMA03598,OMA00413,PPI
OMA03598,OMA00098,Regulatory
OMA03598,OMA00157,Regulatory
OMA03598,OMA00217,Regulatory
OMA03598,OMA00236,Regulatory
OMA03598,OMA00378,Regulatory
OMA03598,OMA00427,Regulatory
OMA03598,OMA00428,Regulatory
OMA03598,OMA00429,Regulatory
OMA03598,OMA00506,Regulatory
OMA03598,OMA00510,Regulatory
OMA03598,OMA00536,Regulatory
OMA03598,OMA00643,Regulatory
OMA03598,OMA00676,Regulatory
OMA03598,OMA00715,Regulatory
OMA03598,OMA00845,Regulatory
OMA03598,OMA00995,Regulatory
OMA03598,OMA01036,Regulatory
OMA03598,OMA01199,Regulatory
OMA03598,OMA01417,Regulatory
OMA03598,OMA01988,Regulatory
OMA03598,OMA02050,Regulatory
OMA03598,OMA02061,Regulatory
OMA03598,OMA02208,Regulatory
OMA03598,OMA02444,Regulatory
OMA03598,OMA02470,Regulatory
OMA03598,OMA02512,Regulatory
OMA03598,OMA02579,Regulatory
OMA03598,OMA02659,Regulatory
OMA03598,OMA02795,Regulatory
OMA03598,OMA03007,Regulatory
OMA03598,OMA03053,Regulatory
OMA03598,OMA03055,Regulatory
OMA03598,OMA03069,Regulatory
OMA03598,OMA03164,Regulatory
OMA03598,OMA03304,Regulatory
OMA03598,OMA03322,Regulatory
OMA03598,OMA03377,Regulatory
OMA03598,OMA03390,Regulatory
OMA03598,OMA03415,Regulatory
OMA03598,OMA03416,Regulatory
OMA03598,OMA03426,Regulatory
OMA03598,OMA03577,Regulatory
OMA03598,OMA03604,Regulatory
OMA03598,OMA03631,Regulatory
OMA03598,OMA03685,Regulatory
OMA03598,OMA03692,Regulatory
OMA03598,OMA03799,Regulatory
OMA03598,OMA03842,Regulatory
OMA03598,OMA04005,Regulatory
OMA03598,OMA04038,Regulatory
OMA03598,OMA04198,Regulatory
OMA03598,OMA04200,Regulatory
OMA03598,OMA04270,Regulatory
OMA03598,OMA04309,Regulatory
OMA03598,OMA04340,Regulatory
OMA03598,OMA04369,Regulatory
OMA03598,OMA04721,Regulatory
OMA03598,OMA04761,Regulatory
OMA03598,OMA04968,Regulatory
OMA03598,OMA05019,Regulatory
OMA03598,OMA05144,Regulatory
OMA03598,OMA05340,Regulatory
OMA03598,OMA05367,Regulatory
OMA03598,OMA05526,Regulatory
OMA03598,OMA05620,Regulatory
OMA03598,OMA05841,Regulatory
OMA03598,OMA00413,PPI
OMA03598,OMA00413,PPI
OMA03598,OMA00424,PPI
OMA03598,OMA03598,PPI
OMA04467,OMA01338,Regulatory
OMA04660,OMA01338,Regulatory
OMA05327,OMA01338,Regulatory
OMA00427,OMA01338,PPI
OMA03055,OMA01338,PPI
OMA00427,OMA01338,PPI
OMA01338,OMA01338,PPI
OMA03055,OMA01338,PPI
OMA00449,OMA00427,Metabolic
OMA00497,OMA00427,Metabolic
OMA02400,OMA00427,Metabolic
OMA03948,OMA00427,Metabolic
OMA03240,OMA00427,Regulatory
OMA03346,OMA00427,Regulatory
OMA03598,OMA00427,Regulatory
OMA04316,OMA00427,Regulatory
OMA05327,OMA00427,Regulatory
OMA00427,OMA01338,PPI
OMA03055,OMA00427,PPI
OMA00427,OMA00427,PPI
OMA00427,OMA01338,PPI
OMA00427,OMA01592,PPI
OMA03240,OMA03055,Regulatory
OMA03346,OMA03055,Regulatory
OMA03598,OMA03055,Regulatory
OMA04316,OMA03055,Regulatory
OMA05327,OMA03055,Regulatory
OMA03055,OMA00427,PPI
OMA03055,OMA01338,PPI
OMA03055,OMA01338,PPI
OMA03240,OMA03799,Regulatory
OMA03346,OMA03799,Regulatory
OMA03598,OMA03799,Regulatory
OMA04316,OMA03799,Regulatory
OMA05327,OMA03799,Regulatory
OMA03799,OMA00080,PPI
OMA00080,OMA03799,PPI
OMA03799,OMA00137,PPI
OMA03240,OMA04721,Regulatory
OMA03346,OMA04721,Regulatory
OMA03598,OMA04721,Regulatory
OMA04316,OMA04721,Regulatory
OMA05327,OMA04721,Regulatory
OMA03240,OMA02659,Regulatory
OMA03346,OMA02659,Regulatory
OMA03598,OMA02659,Regulatory
OMA04316,OMA02659,Regulatory
OMA05327,OMA02659,Regulatory
OMA00503,OMA00524,Metabolic
OMA00503,OMA04246,Metabolic
OMA00503,OMA05597,Metabolic
OMA03568,OMA00503,Regulatory
OMA00503,OMA00503,PPI
OMA00688,OMA00942,Metabolic
OMA00904,OMA00942,Metabolic
OMA00942,OMA00991,Metabolic
OMA00942,OMA02084,Metabolic
OMA00980,OMA00942,Metabolic
OMA01895,OMA00942,Regulatory
OMA04660,OMA00942,Regulatory
OMA00607,OMA03656,Metabolic
OMA01465,OMA03656,Metabolic
OMA03656,OMA01123,Metabolic
OMA01785,OMA03656,Regulatory
OMA02001,OMA03656,Regulatory
OMA02894,OMA03656,Regulatory
OMA03656,OMA03656,PPI
OMA03656,OMA03656,PPI
OMA00927,OMA00448,Metabolic
OMA00448,OMA04823,PPI
OMA04823,OMA00448,PPI
OMA00555,OMA00754,Metabolic
OMA00754,OMA03211,Metabolic
OMA00867,OMA00754,Metabolic
OMA00754,OMA00754,PPI
OMA00754,OMA01692,PPI
OMA00217,OMA00754,PPI
OMA00754,OMA00754,PPI
OMA01692,OMA00754,PPI
OMA00929,OMA00881,Metabolic
OMA00620,OMA00881,PPI
OMA00881,OMA00217,PPI
OMA02090,OMA00881,PPI
OMA00217,OMA00881,PPI
OMA00881,OMA00394,PPI
OMA00881,OMA00620,PPI
OMA00881,OMA00881,PPI
OMA00881,OMA01200,PPI
OMA00881,OMA01692,PPI
OMA00881,OMA02090,PPI
OMA02003,OMA00881,PPI
OMA00881,OMA00881,PPI
OMA00403,OMA00403,PPI
OMA00353,OMA00403,PPI
OMA04282,OMA00403,PPI
OMA00403,OMA00403,PPI
OMA00403,OMA04282,PPI
OMA01789,OMA02323,Metabolic
OMA01789,OMA03313,Metabolic
OMA01789,OMA03506,Metabolic
OMA02712,OMA01789,Metabolic
OMA03395,OMA01789,Regulatory
OMA02664,OMA04014,Metabolic
OMA02970,OMA00222,Metabolic
OMA02970,OMA03775,Metabolic
OMA02970,OMA03624,PPI
OMA03624,OMA02970,PPI
OMA02970,OMA03775,Metabolic
OMA03775,OMA00222,Metabolic
OMA00927,OMA00448,Metabolic
OMA00927,OMA00927,PPI
OMA00927,OMA00927,PPI
OMA00925,OMA02040,Metabolic
OMA02040,OMA00704,Metabolic
OMA02040,OMA02049,Metabolic
OMA01906,OMA02040,Regulatory
OMA01915,OMA02040,Regulatory
OMA03616,OMA02040,Regulatory
OMA00925,OMA00704,Metabolic
OMA02040,OMA00704,Metabolic
OMA02049,OMA00704,Metabolic
OMA01906,OMA00704,Regulatory
OMA01915,OMA00704,Regulatory
OMA03616,OMA00704,Regulatory
OMA00925,OMA02049,Metabolic
OMA02040,OMA02049,Metabolic
OMA02049,OMA00704,Metabolic
OMA03830,OMA02049,Regulatory
OMA04394,OMA02049,Regulatory
OMA02049,OMA01081,PPI
OMA04621,OMA02049,PPI
OMA01081,OMA02049,PPI
OMA02909,OMA02049,PPI
OMA04621,OMA02049,PPI
OMA01915,OMA00704,Regulatory
OMA01915,OMA01541,Regulatory
OMA01915,OMA01753,Regulatory
OMA01915,OMA01822,Regulatory
OMA01915,OMA02040,Regulatory
OMA01915,OMA01906,PPI
OMA01906,OMA01915,PPI
OMA01915,OMA01915,PPI
OMA03346,OMA00157,Regulatory
OMA03346,OMA00236,Regulatory
OMA03346,OMA00378,Regulatory
OMA03346,OMA00427,Regulatory
OMA03346,OMA00510,Regulatory
OMA03346,OMA00995,Regulatory
OMA03346,OMA02061,Regulatory
OMA03346,OMA02208,Regulatory
OMA03346,OMA02512,Regulatory
OMA03346,OMA02659,Regulatory
OMA03346,OMA02795,Regulatory
OMA03346,OMA03007,Regulatory
OMA03346,OMA03055,Regulatory
OMA03346,OMA03322,Regulatory
OMA03346,OMA03377,Regulatory
OMA03346,OMA03426,Regulatory
OMA03346,OMA03604,Regulatory
OMA03346,OMA03631,Regulatory
OMA03346,OMA03685,Regulatory
OMA03346,OMA03692,Regulatory
OMA03346,OMA03799,Regulatory
OMA03346,OMA04200,Regulatory
OMA03346,OMA04309,Regulatory
OMA03346,OMA04369,Regulatory
OMA03346,OMA04721,Regulatory
OMA03346,OMA05144,Regulatory
OMA03346,OMA05526,Regulatory
OMA03346,OMA05841,Regulatory
OMA00424,OMA03346,PPI
OMA03692,OMA02261,Metabolic
OMA02723,OMA03692,Regulatory
OMA02954,OMA03692,Regulatory
OMA03346,OMA03692,Regulatory
OMA03598,OMA03692,Regulatory
OMA03007,OMA03692,PPI
OMA03604,OMA03692,PPI
OMA02512,OMA03631,Metabolic
OMA03322,OMA03631,Metabolic
OMA03631,OMA00157,Metabolic
OMA03631,OMA04309,Metabolic
OMA05526,OMA03631,Metabolic
OMA02723,OMA03631,Regulatory
OMA02954,OMA03631,Regulatory
OMA03346,OMA03631,Regulatory
OMA03598,OMA03631,Regulatory
OMA04316,OMA03631,Regulatory
OMA03631,OMA03631,PPI
OMA00157,OMA04309,Metabolic
OMA02512,OMA04309,Metabolic
OMA03322,OMA04309,Metabolic
OMA03631,OMA04309,Metabolic
OMA05526,OMA04309,Metabolic
OMA02723,OMA04309,Regulatory
OMA02954,OMA04309,Regulatory
OMA03346,OMA04309,Regulatory
OMA03598,OMA04309,Regulatory
OMA04316,OMA04309,Regulatory
OMA00157,OMA04309,PPI
OMA04309,OMA00157,PPI
OMA04309,OMA00157,PPI
OMA02512,OMA00157,Metabolic
OMA02512,OMA03322,Metabolic
OMA02512,OMA03631,Metabolic
OMA02512,OMA04309,Metabolic
OMA02723,OMA02512,Regulatory
OMA02954,OMA02512,Regulatory
OMA03346,OMA02512,Regulatory
OMA03598,OMA02512,Regulatory
OMA04316,OMA02512,Regulatory
OMA02512,OMA01042,PPI
OMA01042,OMA02512,PPI
OMA02512,OMA03322,Metabolic
OMA03322,OMA00157,Metabolic
OMA03322,OMA03631,Metabolic
OMA03322,OMA04309,Metabolic
OMA02723,OMA03322,Regulatory
OMA02954,OMA03322,Regulatory
OMA03346,OMA03322,Regulatory
OMA03598,OMA03322,Regulatory
OMA04316,OMA03322,Regulatory
OMA00157,OMA04309,Metabolic
OMA02512,OMA00157,Metabolic
OMA03322,OMA00157,Metabolic
OMA03631,OMA00157,Metabolic
OMA05526,OMA00157,Metabolic
OMA02723,OMA00157,Regulatory
OMA02954,OMA00157,Regulatory
OMA03346,OMA00157,Regulatory
OMA03598,OMA00157,Regulatory
OMA04316,OMA00157,Regulatory
OMA00157,OMA00565,PPI
OMA00157,OMA02655,PPI
OMA00157,OMA04309,PPI
OMA00157,OMA04419,PPI
OMA00157,OMA05288,PPI
OMA00157,OMA05526,PPI
OMA00157,OMA05686,PPI
OMA00157,OMA00117,PPI
OMA00157,OMA00565,PPI
OMA00157,OMA00897,PPI
OMA00157,OMA02655,PPI
OMA00157,OMA04419,PPI
OMA00157,OMA05288,PPI
OMA00157,OMA05686,PPI
OMA04309,OMA00157,PPI
OMA05526,OMA00157,PPI
OMA04309,OMA00157,PPI
OMA05526,OMA00157,PPI
OMA05526,OMA00157,Metabolic
OMA05526,OMA03631,Metabolic
OMA05526,OMA04309,Metabolic
OMA02723,OMA05526,Regulatory
OMA02954,OMA05526,Regulatory
OMA03346,OMA05526,Regulatory
OMA03598,OMA05526,Regulatory
OMA04316,OMA05526,Regulatory
OMA00157,OMA05526,PPI
OMA00283,OMA05526,PPI
OMA03320,OMA05526,PPI
OMA05336,OMA05526,PPI
OMA05526,OMA00616,PPI
OMA05526,OMA04229,PPI
OMA00283,OMA05526,PPI
OMA03320,OMA05526,PPI
OMA05526,OMA00157,PPI
OMA05526,OMA00415,PPI
OMA05526,OMA00616,PPI
OMA05526,OMA01592,PPI
OMA05526,OMA04229,PPI
OMA05526,OMA05336,PPI
OMA05526,OMA00157,PPI
OMA05381,OMA04182,Regulatory
OMA00428,OMA00676,Metabolic
OMA00429,OMA00676,Metabolic
OMA01036,OMA00676,Metabolic
OMA02050,OMA00676,Metabolic
OMA03416,OMA00676,Metabolic
OMA03842,OMA00676,Metabolic
OMA04038,OMA00676,Metabolic
OMA04198,OMA00676,Metabolic
OMA04531,OMA00676,Metabolic
OMA05340,OMA00676,Metabolic
OMA02723,OMA00676,Regulatory
OMA03240,OMA00676,Regulatory
OMA03598,OMA00676,Regulatory
OMA05327,OMA00676,Regulatory
OMA05327,OMA00676,Regulatory
OMA04531,OMA00676,PPI
OMA00428,OMA00429,Metabolic
OMA00429,OMA00676,Metabolic
OMA01036,OMA00429,Metabolic
OMA02050,OMA00429,Metabolic
OMA03416,OMA00429,Metabolic
OMA03842,OMA00429,Metabolic
OMA04038,OMA00429,Metabolic
OMA04198,OMA00429,Metabolic
OMA04531,OMA00429,Metabolic
OMA05340,OMA00429,Metabolic
OMA02723,OMA00429,Regulatory
OMA03240,OMA00429,Regulatory
OMA03598,OMA00429,Regulatory
OMA05327,OMA00429,Regulatory
OMA04531,OMA00429,PPI
OMA00428,OMA05340,Metabolic
OMA01036,OMA05340,Metabolic
OMA02050,OMA05340,Metabolic
OMA03416,OMA05340,Metabolic
OMA03842,OMA05340,Metabolic
OMA04038,OMA05340,Metabolic
OMA04198,OMA05340,Metabolic
OMA04531,OMA05340,Metabolic
OMA05340,OMA00429,Metabolic
OMA05340,OMA00676,Metabolic
OMA02723,OMA05340,Regulatory
OMA03240,OMA05340,Regulatory
OMA03598,OMA05340,Regulatory
OMA05327,OMA05340,Regulatory
OMA04531,OMA05340,PPI
OMA00428,OMA04038,Metabolic
OMA01036,OMA04038,Metabolic
OMA02050,OMA04038,Metabolic
OMA03416,OMA04038,Metabolic
OMA03842,OMA04038,Metabolic
OMA04038,OMA00429,Metabolic
OMA04038,OMA00676,Metabolic
OMA04038,OMA05340,Metabolic
OMA04198,OMA04038,Metabolic
OMA04531,OMA04038,Metabolic
OMA02723,OMA04038,Regulatory
OMA03240,OMA04038,Regulatory
OMA03598,OMA04038,Regulatory
OMA05327,OMA04038,Regulatory
OMA04531,OMA04038,PPI
OMA00428,OMA03842,Metabolic
OMA01036,OMA03842,Metabolic
OMA02050,OMA03842,Metabolic
OMA03416,OMA03842,Metabolic
OMA03842,OMA00429,Metabolic
OMA03842,OMA00676,Metabolic
OMA03842,OMA04038,Metabolic
OMA03842,OMA05340,Metabolic
OMA04198,OMA03842,Metabolic
OMA04531,OMA03842,Metabolic
OMA02723,OMA03842,Regulatory
OMA03240,OMA03842,Regulatory
OMA03598,OMA03842,Regulatory
OMA05327,OMA03842,Regulatory
OMA00428,OMA02050,Metabolic
OMA01036,OMA02050,Metabolic
OMA02050,OMA00429,Metabolic
OMA02050,OMA00676,Metabolic
OMA02050,OMA03842,Metabolic
OMA02050,OMA04038,Metabolic
OMA02050,OMA05340,Metabolic
OMA03416,OMA02050,Metabolic
OMA04198,OMA02050,Metabolic
OMA04531,OMA02050,Metabolic
OMA02723,OMA02050,Regulatory
OMA03240,OMA02050,Regulatory
OMA03598,OMA02050,Regulatory
OMA05327,OMA02050,Regulatory
OMA00428,OMA01036,Metabolic
OMA01036,OMA00429,Metabolic
OMA01036,OMA00676,Metabolic
OMA01036,OMA02050,Metabolic
OMA01036,OMA03842,Metabolic
OMA01036,OMA04038,Metabolic
OMA01036,OMA05340,Metabolic
OMA03416,OMA01036,Metabolic
OMA04198,OMA01036,Metabolic
OMA04531,OMA01036,Metabolic
OMA02723,OMA01036,Regulatory
OMA03240,OMA01036,Regulatory
OMA03598,OMA01036,Regulatory
OMA05327,OMA01036,Regulatory
OMA00428,OMA04198,Metabolic
OMA03416,OMA04198,Metabolic
OMA04198,OMA00429,Metabolic
OMA04198,OMA00676,Metabolic
OMA04198,OMA01036,Metabolic
OMA04198,OMA02050,Metabolic
OMA04198,OMA03842,Metabolic
OMA04198,OMA04038,Metabolic
OMA04198,OMA05340,Metabolic
OMA04531,OMA04198,Metabolic
OMA02723,OMA04198,Regulatory
OMA03240,OMA04198,Regulatory
OMA03598,OMA04198,Regulatory
OMA05327,OMA04198,Regulatory
OMA00098,OMA04198,PPI
OMA04198,OMA00098,PPI
OMA00428,OMA00429,Metabolic
OMA00428,OMA00676,Metabolic
OMA00428,OMA01036,Metabolic
OMA00428,OMA02050,Metabolic
OMA00428,OMA03842,Metabolic
OMA00428,OMA04038,Metabolic
OMA00428,OMA04198,Metabolic
OMA00428,OMA05340,Metabolic
OMA03416,OMA00428,Metabolic
OMA04531,OMA00428,Metabolic
OMA02723,OMA00428,Regulatory
OMA03240,OMA00428,Regulatory
OMA03598,OMA00428,Regulatory
OMA05327,OMA00428,Regulatory
OMA00428,OMA01670,PPI
OMA01472,OMA00428,PPI
OMA00098,OMA00428,PPI
OMA01081,OMA00428,PPI
OMA01472,OMA00428,PPI
OMA01670,OMA00428,PPI
OMA00428,OMA00098,PPI
OMA03416,OMA00428,PPI
OMA03416,OMA00428,Metabolic
OMA03416,OMA00429,Metabolic
OMA03416,OMA00676,Metabolic
OMA03416,OMA01036,Metabolic
OMA03416,OMA02050,Metabolic
OMA03416,OMA03842,Metabolic
OMA03416,OMA04038,Metabolic
OMA03416,OMA04198,Metabolic
OMA03416,OMA05340,Metabolic
OMA04531,OMA03416,Metabolic
OMA02723,OMA03416,Regulatory
OMA03240,OMA03416,Regulatory
OMA03598,OMA03416,Regulatory
OMA05327,OMA03416,Regulatory
OMA03416,OMA00428,PPI
OMA04531,OMA00428,Metabolic
OMA04531,OMA00429,Metabolic
OMA04531,OMA00676,Metabolic
OMA04531,OMA01036,Metabolic
OMA04531,OMA02050,Metabolic
OMA04531,OMA03416,Metabolic
OMA04531,OMA03842,Metabolic
OMA04531,OMA04038,Metabolic
OMA04531,OMA04198,Metabolic
OMA04531,OMA05340,Metabolic
OMA03233,OMA04531,Regulatory
OMA03507,OMA04531,Regulatory
OMA04531,OMA00429,PPI
OMA04531,OMA00676,PPI
OMA04531,OMA00845,PPI
OMA04531,OMA00883,PPI
OMA04531,OMA04038,PPI
OMA04531,OMA05340,PPI
OMA01419,OMA00354,Metabolic
OMA01419,OMA01375,Metabolic
OMA01419,OMA01400,Metabolic
OMA01497,OMA01419,Metabolic
OMA00283,OMA01465,Metabolic
OMA01991,OMA00283,Metabolic
OMA03663,OMA00283,Metabolic
OMA00283,OMA05526,PPI
OMA00421,OMA00283,PPI
OMA00283,OMA01350,PPI
OMA00283,OMA01555,PPI
OMA00283,OMA05526,PPI
OMA00421,OMA00283,PPI
OMA00958,OMA02945,Metabolic
OMA02945,OMA02971,Metabolic
OMA02945,OMA02972,Metabolic
OMA02945,OMA03298,Metabolic
OMA03172,OMA02945,Metabolic
OMA03174,OMA02945,Metabolic
OMA03461,OMA02945,Metabolic
OMA03513,OMA02945,Metabolic
OMA04449,OMA02945,Regulatory
OMA00958,OMA03298,Metabolic
OMA02945,OMA03298,Metabolic
OMA03172,OMA03298,Metabolic
OMA03174,OMA03298,Metabolic
OMA03298,OMA02971,Metabolic
OMA03298,OMA02972,Metabolic
OMA03461,OMA03298,Metabolic
OMA03513,OMA03298,Metabolic
OMA04449,OMA03298,Regulatory
OMA00958,OMA03461,Metabolic
OMA03461,OMA02945,Metabolic
OMA03461,OMA02971,Metabolic
OMA03461,OMA02972,Metabolic
OMA03461,OMA03298,Metabolic
OMA04449,OMA03461,Regulatory
OMA00958,OMA02971,Metabolic
OMA02945,OMA02971,Metabolic
OMA03298,OMA02971,Metabolic
OMA03461,OMA02971,Metabolic
OMA00842,OMA02971,Regulatory
OMA02971,OMA02971,PPI
OMA02945,OMA02972,Metabolic
OMA03298,OMA02972,Metabolic
OMA03461,OMA02972,Metabolic
OMA00842,OMA02972,Regulatory
OMA00842,OMA02972,Regulatory
OMA00281,OMA00215,Metabolic
OMA01170,OMA00281,Metabolic
OMA01509,OMA00281,Metabolic
OMA03214,OMA00281,Regulatory
OMA03240,OMA00281,Regulatory
OMA00281,OMA00096,PPI
OMA00281,OMA00711,PPI
OMA00281,OMA01170,PPI
OMA00281,OMA02277,PPI
OMA00281,OMA00096,PPI
OMA00281,OMA00415,PPI
OMA00281,OMA00897,PPI
OMA00711,OMA00281,PPI
OMA01170,OMA00281,PPI
OMA02277,OMA00281,PPI
OMA01170,OMA00215,Metabolic
OMA01170,OMA00281,Metabolic
OMA01509,OMA01170,Metabolic
OMA00281,OMA01170,PPI
OMA01170,OMA02258,PPI
OMA01170,OMA00281,PPI
OMA01170,OMA00431,PPI
OMA01170,OMA00897,PPI
OMA01170,OMA02258,PPI
OMA01170,OMA04250,PPI
OMA01170,OMA05065,PPI
OMA01170,OMA05113,PPI
OMA00540,OMA01089,Metabolic
OMA00580,OMA01089,Metabolic
OMA03781,OMA01089,Metabolic
OMA02510,OMA01089,Regulatory
OMA01035,OMA02147,Metabolic
OMA02147,OMA03940,Metabolic
OMA03508,OMA02147,Regulatory
OMA02147,OMA02147,PPI
OMA00503,OMA05597,Metabolic
OMA00524,OMA05597,Metabolic
OMA02176,OMA05597,Metabolic
OMA03715,OMA05597,Metabolic
OMA04442,OMA05597,Metabolic
OMA04947,OMA05597,Metabolic
OMA05279,OMA05597,Metabolic
OMA05597,OMA00391,Metabolic
OMA05597,OMA00581,Metabolic
OMA05597,OMA00874,Metabolic
OMA05597,OMA00992,Metabolic
OMA05597,OMA01028,Metabolic
OMA05597,OMA01676,Metabolic
OMA05597,OMA02165,Metabolic
OMA05597,OMA02630,Metabolic
OMA05597,OMA02889,Metabolic
OMA05597,OMA04246,Metabolic
OMA05597,OMA04444,Metabolic
OMA05597,OMA05079,Metabolic
OMA05597,OMA05246,Metabolic
OMA05597,OMA05397,Metabolic
OMA05597,OMA00524,PPI
OMA00524,OMA05597,PPI
OMA00391,OMA05597,PPI
OMA00524,OMA05597,PPI
OMA05597,OMA00617,PPI
OMA05597,OMA02165,PPI
OMA05597,OMA04246,PPI
OMA05597,OMA04288,PPI
OMA05597,OMA05079,PPI
OMA05597,OMA05597,PPI
OMA00503,OMA00524,Metabolic
OMA00524,OMA00391,Metabolic
OMA00524,OMA00581,Metabolic
OMA00524,OMA00992,Metabolic
OMA00524,OMA01028,Metabolic
OMA00524,OMA01676,Metabolic
OMA00524,OMA02165,Metabolic
OMA00524,OMA02630,Metabolic
OMA00524,OMA02889,Metabolic
OMA00524,OMA04246,Metabolic
OMA00524,OMA04444,Metabolic
OMA00524,OMA05079,Metabolic
OMA00524,OMA05246,Metabolic
OMA00524,OMA05397,Metabolic
OMA00524,OMA05597,Metabolic
OMA02176,OMA00524,Metabolic
OMA03715,OMA00524,Metabolic
OMA04442,OMA00524,Metabolic
OMA04947,OMA00524,Metabolic
OMA05279,OMA00524,Metabolic
OMA01374,OMA00524,Regulatory
OMA01376,OMA00524,Regulatory
OMA02001,OMA00524,Regulatory
OMA03616,OMA00524,Regulatory
OMA00308,OMA00524,PPI
OMA05597,OMA00524,PPI
OMA00308,OMA00524,PPI
OMA00524,OMA00524,PPI
OMA00524,OMA05597,PPI
OMA00524,OMA00524,PPI
OMA00524,OMA04246,PPI
OMA00524,OMA05597,PPI
OMA00503,OMA04246,Metabolic
OMA00524,OMA04246,Metabolic
OMA05597,OMA04246,Metabolic
OMA01374,OMA04246,Regulatory
OMA01376,OMA04246,Regulatory
OMA02001,OMA04246,Regulatory
OMA03616,OMA04246,Regulatory
OMA00524,OMA04246,PPI
OMA00710,OMA04246,PPI
OMA01666,OMA04246,PPI
OMA04246,OMA00874,PPI
OMA04246,OMA04246,PPI
OMA05597,OMA04246,PPI
OMA04333,OMA04333,PPI
OMA03550,OMA03550,PPI
OMA03550,OMA03550,PPI
OMA03550,OMA03550,PPI
OMA00998,OMA02477,Metabolic
OMA00998,OMA02477,PPI
OMA00998,OMA02477,Metabolic
OMA00998,OMA00998,PPI
OMA00998,OMA02477,PPI
OMA00955,OMA01747,PPI
OMA01747,OMA00955,PPI
OMA01360,OMA00438,PPI
OMA00438,OMA01360,PPI
OMA01464,OMA00122,Metabolic
OMA01464,OMA01628,Metabolic
OMA01464,OMA01999,Metabolic
OMA00677,OMA00946,Metabolic
OMA00946,OMA00122,Metabolic
OMA03318,OMA05051,PPI
OMA05051,OMA05051,PPI
