Node 1 Ortholog group ID	Node 2 Ortholog group ID	Edge tag	S typhi strain CT18	S choleraesuis SC B67	S dublin CT 02021853	S gallinarum 287/91	S paratyphi A ATCC 9150	S agona SL483	S enteritidis P125109	S heidelberg SL476	S newport SL254	S typhimurium LT2	S typhimurium SL1344	Layer
2764	3577	2764-3577	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2771	441	2771-441	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2774	606	2774-606	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2774	164	2774-164	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2774	2030	2774-2030	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2779	2121	2779-2121	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2779	806	2779-806	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2779	855	2779-855	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2779	2617	2779-2617	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2781	1478	2781-1478	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2781	2078	2781-2078	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2781	1538	2781-1538	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2781	1302	2781-1302	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2781	3802	2781-3802	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2788	2060	2788-2060	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2791	479	2791-479	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2791	891	2791-891	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2791	3993	2791-3993	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2791	1677	2791-1677	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2794	2921	2794-2921	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2794	1070	2794-1070	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2802	1214	2802-1214	1	1	1	1	0	1	1	1	1	1	1	Metabolic
2802	3735	2802-3735	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2806	798	2806-798	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2807	3270	2807-3270	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2807	4113	2807-4113	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2807	955	2807-955	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2807	2089	2807-2089	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2807	1800	2807-1800	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2811	2981	2811-2981	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2811	2665	2811-2665	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2814	3932	2814-3932	0	1	1	0	1	1	1	1	1	1	1	Metabolic
2818	3194	2818-3194	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2818	2601	2818-2601	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2818	3635	2818-3635	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2818	206	2818-206	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2825	3652	2825-3652	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2825	568	2825-568	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2833	1048	2833-1048	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2833	2275	2833-2275	1	1	1	0	0	1	1	1	1	1	1	Metabolic
2833	3869	2833-3869	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2835	2060	2835-2060	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2835	2788	2835-2788	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2846	479	2846-479	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2846	1913	2846-1913	1	1	0	1	1	1	1	1	1	1	1	Metabolic
2846	2164	2846-2164	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2846	1125	2846-1125	1	1	1	1	0	1	1	1	1	1	1	Metabolic
2846	1907	2846-1907	1	0	1	0	1	1	1	1	1	1	1	Metabolic
2846	3708	2846-3708	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2846	2953	2846-2953	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2846	1632	2846-1632	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2846	839	2846-839	1	1	1	1	0	1	1	1	1	1	1	Metabolic
2849	1108	2849-1108	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2850	1685	2850-1685	0	1	1	1	1	1	1	1	1	1	1	Metabolic
2850	1734	2850-1734	0	1	1	1	1	1	1	1	1	1	1	Metabolic
2850	1395	2850-1395	0	1	1	1	1	1	1	1	1	1	1	Metabolic
2853	4167	2853-4167	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2855	1909	2855-1909	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2855	841	2855-841	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2863	2449	2863-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2863	3235	2863-3235	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2863	338	2863-338	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2863	3282	2863-3282	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2863	3778	2863-3778	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2863	30	2863-30	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2865	1366	2865-1366	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2871	2702	2871-2702	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2873	78	2873-78	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2875	934	2875-934	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2879	2284	2879-2284	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2881	876	2881-876	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2881	389	2881-389	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2881	189	2881-189	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2882	1562	2882-1562	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2882	2983	2882-2983	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2887	453	2887-453	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2887	910	2887-910	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2887	2654	2887-2654	1	0	1	1	1	1	1	1	0	1	1	Metabolic
2887	3245	2887-3245	0	0	0	0	0	0	0	0	0	0	1	Metabolic
2890	841	2890-841	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2895	68	2895-68	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2895	3188	2895-3188	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2895	1016	2895-1016	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2897	1829	2897-1829	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2897	1896	2897-1896	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2897	2849	2897-2849	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2898	255	2898-255	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2898	1894	2898-1894	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2899	1668	2899-1668	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2899	1176	2899-1176	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2903	1009	2903-1009	1	1	1	1	0	1	1	1	1	1	1	Metabolic
2903	884	2903-884	1	1	1	1	0	1	1	1	1	1	1	Metabolic
2904	3245	2904-3245	0	0	0	0	0	0	0	0	0	0	1	Metabolic
2921	1070	2921-1070	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2936	1329	2936-1329	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2936	120	2936-120	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2945	1133	2945-1133	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2946	1209	2946-1209	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2952	262	2952-262	1	0	1	0	1	1	1	1	1	1	1	Metabolic
2953	1907	2953-1907	1	0	1	0	1	1	1	1	1	1	1	Metabolic
2953	3708	2953-3708	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2955	56	2955-56	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2955	1608	2955-1608	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2957	216	2957-216	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2957	2614	2957-2614	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2957	2982	2957-2982	1	0	1	1	1	1	1	1	1	1	1	Metabolic
2962	3673	2962-3673	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2964	4105	2964-4105	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2964	3227	2964-3227	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2964	1877	2964-1877	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2964	2162	2964-2162	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2964	101	2964-101	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2964	138	2964-138	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	325	2974-325	1	1	1	0	1	1	1	1	1	1	1	Metabolic
2974	3877	2974-3877	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	2965	2974-2965	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	490	2974-490	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	561	2974-561	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	1686	2974-1686	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	1303	2974-1303	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	255	2974-255	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	1894	2974-1894	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2974	2898	2974-2898	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2977	1414	2977-1414	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2981	2665	2981-2665	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2981	3833	2981-3833	0	0	1	0	0	1	1	1	1	1	1	Metabolic
2982	473	2982-473	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2982	2449	2982-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2983	1141	2983-1141	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2984	606	2984-606	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2984	164	2984-164	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2984	2774	2984-2774	0	1	1	1	0	1	1	1	1	1	1	Metabolic
2994	873	2994-873	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2994	3087	2994-3087	1	1	1	1	1	1	1	1	1	1	1	Metabolic
2998	3182	2998-3182	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3008	1673	3008-1673	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3008	3962	3008-3962	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3008	3201	3008-3201	1	0	0	1	1	0	1	0	0	1	1	Metabolic
3010	1659	3010-1659	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3015	3418	3015-3418	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3015	163	3015-163	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3024	2850	3024-2850	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3024	1685	3024-1685	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3024	1734	3024-1734	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3024	1395	3024-1395	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3028	2873	3028-2873	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3028	2850	3028-2850	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3028	3183	3028-3183	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3028	3024	3028-3024	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3033	337	3033-337	1	1	0	1	1	0	1	0	0	1	1	Metabolic
3036	2216	3036-2216	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3043	1396	3043-1396	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3043	3832	3043-3832	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3056	561	3056-561	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3056	1686	3056-1686	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3060	2055	3060-2055	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3062	1549	3062-1549	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3068	1913	3068-1913	1	1	0	0	1	1	1	1	1	1	1	Metabolic
3068	1125	3068-1125	1	1	1	0	0	1	1	1	1	1	1	Metabolic
3071	114	3071-114	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3079	1321	3079-1321	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3079	3138	3079-3138	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3079	3872	3079-3872	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3079	65	3079-65	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3079	3828	3079-3828	1	0	1	1	0	1	1	1	1	1	1	Metabolic
3079	885	3079-885	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3081	2010	3081-2010	0	0	1	0	0	1	0	1	1	1	0	Metabolic
3082	2558	3082-2558	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3083	1749	3083-1749	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3089	1605	3089-1605	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3090	2226	3090-2226	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3090	3768	3090-3768	1	1	0	1	1	0	1	0	0	1	1	Metabolic
3097	606	3097-606	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3097	2984	3097-2984	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3097	164	3097-164	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3097	2774	3097-2774	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3104	2702	3104-2702	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3104	2871	3104-2871	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3104	636	3104-636	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3111	1177	3111-1177	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3111	2278	3111-2278	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3111	1528	3111-1528	0	1	1	0	1	1	1	1	1	1	1	Metabolic
3111	2977	3111-2977	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3118	3239	3118-3239	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3124	2449	3124-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3124	1231	3124-1231	1	0	1	1	0	1	1	1	1	1	1	Metabolic
3128	2302	3128-2302	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3128	3985	3128-3985	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3128	1401	3128-1401	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3128	3894	3128-3894	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3128	1730	3128-1730	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3128	1777	3128-1777	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3128	948	3128-948	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3128	2162	3128-2162	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3137	121	3137-121	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3137	3615	3137-3615	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3137	561	3137-561	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3137	1686	3137-1686	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3138	1321	3138-1321	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3139	2061	3139-2061	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3139	4605	3139-4605	0	0	0	0	0	1	0	0	0	1	1	Metabolic
3141	4163	3141-4163	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3142	4368	3142-4368	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3142	417	3142-417	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3142	2528	3142-2528	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3143	2681	3143-2681	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3143	3788	3143-3788	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3143	2244	3143-2244	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3143	3411	3143-3411	1	0	1	1	1	1	1	1	1	1	1	Metabolic
3144	3144	3144-3144	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3144	904	3144-904	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3144	602	3144-602	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3144	1226	3144-1226	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3144	376	3144-376	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3144	1280	3144-1280	0	0	1	1	1	1	1	1	1	1	1	Metabolic
3159	1506	3159-1506	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3159	207	3159-207	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3160	676	3160-676	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3160	1192	3160-1192	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3160	2897	3160-2897	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3160	1110	3160-1110	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3163	468	3163-468	1	0	1	1	1	1	1	1	1	1	1	Metabolic
3167	2125	3167-2125	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3169	3901	3169-3901	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3171	3048	3171-3048	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3171	3448	3171-3448	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3171	2524	3171-2524	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3171	2794	3171-2794	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3173	3938	3173-3938	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3177	101	3177-101	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3177	2921	3177-2921	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3177	1070	3177-1070	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3183	309	3183-309	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3183	2037	3183-2037	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3188	1118	3188-1118	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3188	1016	3188-1016	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3188	2189	3188-2189	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3188	3331	3188-3331	0	1	1	1	0	0	1	1	1	1	1	Metabolic
3189	1187	3189-1187	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3191	1952	3191-1952	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3191	166	3191-166	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3191	1239	3191-1239	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3191	3303	3191-3303	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3193	1875	3193-1875	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3194	2601	3194-2601	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3194	3635	3194-3635	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3194	206	3194-206	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3198	1285	3198-1285	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3198	3575	3198-3575	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	3118	3199-3118	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	1389	3199-1389	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3199	2502	3199-2502	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	1790	3199-1790	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	433	3199-433	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	3707	3199-3707	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	883	3199-883	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3199	3478	3199-3478	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3201	3201	3201-3201	1	0	0	1	1	0	1	0	0	1	1	Metabolic
3201	3962	3201-3962	0	0	0	1	1	0	1	0	0	1	1	Metabolic
3201	1673	3201-1673	0	0	0	1	1	0	1	0	0	1	1	Metabolic
3204	1837	3204-1837	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3204	2449	3204-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3207	2449	3207-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3210	2698	3210-2698	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3210	2314	3210-2314	0	1	0	1	0	1	1	1	1	1	1	Metabolic
3210	101	3210-101	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3210	4110	3210-4110	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3215	225	3215-225	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3216	3624	3216-3624	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3216	523	3216-523	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3216	3597	3216-3597	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3216	1060	3216-1060	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3216	672	3216-672	0	1	1	0	0	1	0	1	1	1	1	Metabolic
3216	1025	3216-1025	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3216	2246	3216-2246	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3217	3210	3217-3210	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3217	2698	3217-2698	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3217	2314	3217-2314	1	1	0	1	1	1	1	1	1	1	1	Metabolic
3217	101	3217-101	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3217	4110	3217-4110	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3221	2955	3221-2955	1	0	1	1	1	0	1	0	0	1	1	Metabolic
3223	3223	3223-3223	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3223	740	3223-740	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3223	1564	3223-1564	0	0	1	0	1	1	1	1	1	1	1	Metabolic
3227	840	3227-840	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3227	138	3227-138	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3235	338	3235-338	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3235	3282	3235-3282	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3235	3778	3235-3778	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3238	2050	3238-2050	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3239	3458	3239-3458	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3239	1132	3239-1132	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3243	2983	3243-2983	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3245	1358	3245-1358	0	0	0	0	0	0	0	0	0	0	1	Metabolic
3245	897	3245-897	0	0	0	0	0	0	0	0	0	0	1	Metabolic
3264	494	3264-494	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3264	1477	3264-1477	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3270	2449	3270-2449	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3270	1800	3270-1800	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3279	219	3279-219	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3281	1169	3281-1169	1	0	1	0	0	1	0	1	1	1	0	Metabolic
3281	2067	3281-2067	1	0	1	0	0	1	0	1	1	1	0	Metabolic
3281	774	3281-774	1	0	1	0	0	1	0	1	1	1	0	Metabolic
3282	3778	3282-3778	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3284	798	3284-798	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3284	1188	3284-1188	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3284	1553	3284-1553	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3284	96	3284-96	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3287	3667	3287-3667	0	0	1	1	0	1	1	1	1	1	1	Metabolic
3287	1118	3287-1118	1	0	1	1	1	1	1	1	1	1	1	Metabolic
3287	735	3287-735	1	0	1	1	1	1	1	1	1	1	1	Metabolic
3295	3198	3295-3198	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3297	3270	3297-3270	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3297	218	3297-218	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3300	380	3300-380	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3303	166	3303-166	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3303	1239	3303-1239	1	1	1	0	1	1	1	1	1	1	1	Metabolic
3305	3777	3305-3777	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3305	3142	3305-3142	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3305	417	3305-417	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3305	604	3305-604	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3305	419	3305-419	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3311	1712	3311-1712	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3312	100	3312-100	1	1	0	1	1	0	1	0	0	1	1	Metabolic
3312	2014	3312-2014	1	1	0	1	1	0	1	0	0	1	1	Metabolic
3317	561	3317-561	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3317	1686	3317-1686	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	3624	3321-3624	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	523	3321-523	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	3597	3321-3597	0	1	1	1	0	1	1	1	1	1	1	Metabolic
3321	3216	3321-3216	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	3610	3321-3610	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	1060	3321-1060	1	1	1	1	0	1	1	1	1	1	1	Metabolic
3321	672	3321-672	0	1	1	0	0	1	0	1	1	1	1	Metabolic
3321	1025	3321-1025	0	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	2246	3321-2246	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	1906	3321-1906	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3321	3321	3321-3321	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3331	2432	3331-2432	0	1	1	1	0	0	1	1	1	1	1	Metabolic
3331	2474	3331-2474	0	1	1	0	0	0	1	1	1	1	1	Metabolic
3331	1018	3331-1018	0	1	0	1	0	0	1	0	0	1	1	Metabolic
3339	124	3339-124	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3339	2342	3339-2342	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3339	1522	3339-1522	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3343	2818	3343-2818	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3343	3194	3343-3194	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3343	2601	3343-2601	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3343	3635	3343-3635	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3343	206	3343-206	1	1	1	1	1	1	1	1	1	1	1	Metabolic
3354	2395	3354-2395	1	1	1	1	1	1	1	1	1	1	1	Metabolic
